person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Paula Tudor,paulatudor,paulatudor@email.ro,5861128221707,1988-11-01,"Intrarea Georgescu Nr. 511 Bl. 18  Sc. 63 Ap. 568, Bragadiru, 515289",0264 668 588,f4:c3:26:8a:76:66,180.145.113.58,RO54OJWC1519347147423760,2025-04-10 10:49:49,5847,823,599,1014521,8e044c2e-2705-44bf-a71c-e2a271805840
Sergiu Manole,sergiumanole,sergiumanole@kappa.ro,2310431357649,1988-09-21,"Drumul Mocanu Nr. 30 Bl. 64  Sc. 39 Ap. 317, Iasi, 250617",0248 204 626,54:e2:c9:54:7f:6a,80.16.221.167,RO10BHOM9275818771019294,2025-04-10 10:49:49,4746,620,582,1591222,3a4a6aa3-2b78-43c0-ab67-5c8e6f62576c
Fiodor Cristea,fiodorcristea,fiodorcristea@141.ro,4440416057011,1972-11-26,"Bulevardul Petronela Stancu, Simeria, 777184",0254 644 480,26:8e:c5:cb:87:ea,158.30.77.7,RO42QEOE2615918483787308,2025-04-10 10:49:49,32181,348,120,15252,bc171ed5-03b9-4328-8cc1-941816e1cb43
Eliana Cristea,elianacristea,elianacristea@post.ro,8900724311440,1922-03-09,"Intrarea Ababei Nr. 85, Sandominic, 567048",0242 804 765,26:6d:0e:f3:f0:19,171.217.154.10,RO81ZMIN9172857547169500,2025-04-10 10:49:49,25930,993,793,737704,637da90c-c517-46d2-b98d-529662def9bc
Titus Oprea,titusoprea,titusoprea@acasa.ro,8800904072549,1947-03-14,"Bulevardul Suciu, Beclean, 878308",0748 665 616,00:2c:73:29:5d:2f,192.10.195.89,RO85PEMJ5720884593027963,2025-04-10 10:49:49,34382,744,50,1592102,44e833ea-42f4-4f9d-8fb2-67df264cc60d
Doriana Mazilescu,dorianamazilescu,dorianamazilescu@kappa.ro,7850125197209,1945-05-07,"Bulevardul Codruța Niță, Copsa Mica, 937238",0720 247 026,96:be:8b:a7:fb:b4,136.186.240.237,RO47KLAZ5395043534353455,2025-04-10 10:49:49,10362,510,201,1147096,e1c2cd3d-4f66-4c7a-852c-97672a344ee8
Zenovia Eftimie,zenoviaeftimie,zenoviaeftimie@acasa.ro,8240326320242,1909-10-27,"Bulevardul Aanei, Gilau, 863069",0766 815 204,da:d2:da:31:2e:91,157.76.214.202,RO66YGET9876475492294990,2025-04-10 10:49:49,2689,657,354,997535,abd06520-faff-4df0-aa82-9d4e5d81e13d
Ghenadie Preda,ghenadiepreda,ghenadiepreda@post.ro,5590618036648,1972-04-08,"Bulevardul Georgescu, Sacueni, 734721",0268 451 440,d2:0a:0a:9d:60:8f,157.221.212.19,RO80WUTZ5702864849317165,2025-04-10 10:49:49,8601,964,541,632624,aaff53aa-e5ef-4a16-a6b5-8770551fdf51
Călin Albu,călinalbu,călinalbu@kappa.ro,3111001522111,1923-06-27,"Intrarea Mihaela Diaconescu Nr. 673, Iasi, 662428",0767 069 288,42:b0:6c:b1:44:d8,172.212.80.44,RO70HQRF3594898409007590,2025-04-10 10:49:49,7137,536,150,1456216,bb80aaab-4933-4c42-a258-4e2b14f8ff44
Otilia Georgescu,otiliageorgescu,otiliageorgescu@141.ro,3080118238198,1913-10-04,"Bulevardul Narcisa Popa Nr. 28, Fetesti-Gara, 199845",0756 873 781,28:0e:2d:da:5f:79,118.19.102.202,RO71RJFW2496453841463040,2025-04-10 10:49:49,8370,425,410,1909978,4543267e-9a0c-436e-a0d2-a12b1b9ce489
Măriuca Dumitrescu,măriucadumitrescu,măriucadumitrescu@kappa.ro,7860312257089,1998-06-18,"Soseaua Gheorghiu Nr. 73 Bl. 39  Sc. 96 Ap. 527, Fetesti, 211058",0728 305 996,f2:df:f9:59:39:d3,83.219.166.163,RO55UHAZ8643670539473013,2025-04-10 10:49:49,9034,515,632,1976485,a19f8691-cb89-47af-9c8b-e936b1ce5b60
Monalisa Popa,monalisapopa,monalisapopa@acasa.ro,4740130112553,1963-11-17,"Bulevardul Georgescu Nr. 82 Bl. 25  Sc. 56 Ap. 742, Valea lui Mihai, 900763",0243 597 416,6a:bf:4f:d1:bf:00,50.197.35.159,RO10QIWO1011815338245026,2025-04-10 10:49:49,14752,120,455,979187,15dbf3c8-2536-465f-b8b9-a4ef0e14cf68
Aurelia Niță,aurelianiță,aurelianiță@kappa.ro,8580804308414,1927-12-25,"Aleea Grațiana Nemeș Nr. 13, Marginea, 287522",0256 615 417,f2:ca:2b:f6:a2:d0,212.110.186.155,RO86UHKH4603561566871658,2025-04-10 10:49:49,2587,828,40,667721,658e3010-38f1-4b02-a36d-474b04bd2ea7
Cristofor Popa,cristoforpopa,cristoforpopa@zzup.ro,3020504441473,2024-09-13,"Drumul Marin Nr. 96 Bl. 69  Sc. 31 Ap. 591, Savinesti (Poiana Teiului), 824481",0768 434 011,e0:08:77:02:da:b4,218.192.119.176,RO62VWXJ4019279117310276,2025-04-10 10:49:49,6659,240,684,504492,2d415cbf-2da2-42ab-ab64-f288d0d4c8a6
Vlad Mazilescu,vladmazilescu,vladmazilescu@zzup.ro,6491211212509,1964-10-12,"Drumul Raluca Aanei, Brasov, 499272",0263 846 454,50:93:09:4a:82:e7,191.131.168.59,RO51BXJO5750202376891667,2025-04-10 10:49:49,21457,116,246,1018080,751f6748-2534-497b-8b27-155f6f66c806
Fabian Ionescu,fabianionescu,fabianionescu@kappa.ro,6440211196428,2008-04-29,"Bulevardul Patricia Stoica Nr. 815 Bl. 28  Sc. 87 Ap. 863, Ramnicu Valcea, 916963",0265 267 431,48:a0:f8:8c:eb:58,100.181.137.199,RO60KWRD2819725671848972,2025-04-10 10:49:49,9268,5,709,277567,617bd85b-b19e-4c84-9c78-2f2c2abae873
Zenovia Ene,zenoviaene,zenoviaene@gmail.com,2450421394347,1925-09-23,"Aleea Ababei Nr. 286 Bl. 98  Sc. 79 Ap. 675, Ludus, 809744",0725 641 940,a2:e5:7a:a9:85:61,98.84.86.96,RO83YEMY8206827186184161,2025-04-10 10:49:49,25741,664,97,1873513,ef9bf154-332c-4be5-adb7-bd360d50a135
Călin Cristea,călincristea,călincristea@gmail.com,3000329122750,1933-04-19,"Soseaua Anica Nistor Nr. 707 Bl. 15  Sc. 91 Ap. 950, Dancu, 693318",0785 569 318,de:dd:46:a0:4b:bf,161.239.148.96,RO32AAIB6670743151449065,2025-04-10 10:49:49,32683,440,785,893189,6a617fee-480f-44de-b8b3-20bad6e2d8b4
Simona Florea,simonaflorea,simonaflorea@post.ro,4210924518956,2020-09-08,"Intrarea Florea, Breaza de Sus, 113783",0238 301 883,20:ac:3c:dc:b5:91,189.0.30.113,RO70LIVR8415049588352363,2025-04-10 10:49:49,12647,690,357,900693,0b5b4bcf-f2f2-4bb3-b31e-2bd4b68fe515
Stan Nistor,stannistor,stannistor@zzup.ro,4541207425693,1949-07-28,"Aleea Teofil Popa Nr. 98 Bl. 28  Sc. 78 Ap. 649, Sannicolau Mare, 342159",0732 646 878,54:31:e5:34:15:52,60.144.218.76,RO69RPXW5516251557626436,2025-04-10 10:49:49,18222,513,252,1812271,6ae2076d-0a8f-4294-85f1-934ad41f0da5
Edmond Gheorghiu,edmondgheorghiu,edmondgheorghiu@gmail.com,8240826165135,1959-08-29,"Strada Dorel Cristea, Anina, 929267",0269 252 476,60:f7:fc:bc:a6:74,59.172.41.141,RO47PPUO6958577949882786,2025-04-10 10:49:49,25191,370,656,1314069,d23140ed-2cd4-4ce5-9c7c-72a5c899da20
Antim Dumitrescu,antimdumitrescu,antimdumitrescu@zzup.ro,5210604237103,2010-05-02,"Intrarea Cristea Nr. 15 Bl. 59  Sc. 95 Ap. 472, Peris, 453281",0235 865 929,76:8c:2c:a5:5a:6b,32.20.74.112,RO38LWIA3350543388530895,2025-04-10 10:49:49,2441,878,194,1204836,de6892c3-f223-44b4-a8ad-605e73d5df71
Crenguța Oprea,crenguțaoprea,crenguțaoprea@kappa.ro,8951120441083,1943-06-13,"Drumul Marga Voinea Nr. 359 Bl. 92  Sc. 78 Ap. 930, Calan, 210372",0721 822 918,e4:e3:9d:55:db:50,194.182.220.102,RO27XGXC7259224218457867,2025-04-10 10:49:49,9234,361,295,537539,3c997918-1add-44d7-8b06-707d1e62be94
Ramona Nemeș,ramonanemeș,ramonanemeș@email.ro,4030520044876,1973-07-02,"Strada Manole Nr. 88 Bl. 84  Sc. 29 Ap. 681, Eforie Nord, 590498",0766 079 127,b8:07:1d:56:5d:23,21.22.108.53,RO90JQII0763341975281332,2025-04-10 10:49:49,34751,311,78,1768769,db9a8a6c-6bfa-42d5-a4af-b873333b8fb2
Dorel Tudor,doreltudor,doreltudor@post.ro,7720113517012,2011-01-19,"Strada Dorli Gheorghiu, Oituz, 376100",0252 223 939,50:96:c5:d5:ad:aa,24.59.189.75,RO90XSRC1062949461258372,2025-04-10 10:49:49,5049,786,62,977169,747d7dff-bd4d-4b32-ba20-e52a6973d7fa
Julieta Dobre,julietadobre,julietadobre@post.ro,4881005444011,1965-05-04,"Aleea Eftimie, Pancota, 729828",0733 095 577,a0:eb:d7:9d:38:c1,65.235.124.133,RO42XKMT3117167998674308,2025-04-10 10:49:49,107,333,437,69046,cf5ab84f-2f2a-45a7-a4d8-3869b4e9d2b0
Vicențiu Eftimie,vicențiueftimie,vicențiueftimie@acasa.ro,2900324417846,1956-05-30,"Aleea Grațiana Dima Nr. 29, Botosani, 311348",0753 309 467,20:be:64:8d:db:31,181.200.47.238,RO82DRCE2895221373234190,2025-04-10 10:49:49,17746,735,636,1956727,53b573dc-883c-4c02-b2da-e8a834813625
Leopoldina Toma,leopoldinatoma,leopoldinatoma@acasa.ro,5250708205906,2020-07-13,"Aleea Dobre Nr. 17 Bl. 59  Sc. 44 Ap. 880, Ploiesti, 171698",0750 582 913,24:83:75:15:a2:89,166.206.16.250,RO75QONU7390826097731474,2025-04-10 10:49:49,34551,763,62,998272,3ce847d7-034c-4185-b77d-9af4a97454bc
Norman Georgescu,normangeorgescu,normangeorgescu@141.ro,1181110465662,1957-11-04,"Bulevardul Barbu, Beius, 866160",0772 370 945,6e:dc:5c:d9:97:aa,50.67.244.139,RO50BKVQ7059554142441945,2025-04-10 10:49:49,10942,704,68,1901512,1fbe9865-6e04-4ea2-b262-ae1ca6b4fc1b
Teodora Georgescu,teodorageorgescu,teodorageorgescu@acasa.ro,6680108517468,1916-09-22,"Strada Marin Nr. 524, Gaesti, 181217",0239 140 823,0c:5c:ba:d4:7a:4d,197.161.188.49,RO79QBOD0194513669458105,2025-04-10 10:49:49,11019,389,800,1373556,54592626-62bd-4e3a-b153-1e927635016a
Ilarion Mazilescu,ilarionmazilescu,ilarionmazilescu@post.ro,2020608442101,1910-06-03,"Strada Gheorghiu Nr. 24 Bl. 47  Sc. 65 Ap. 725, Harlau, 118828",0240 693 290,cc:99:40:b1:f2:e3,93.167.188.236,RO79OYDY7468566767469021,2025-04-10 10:49:49,17269,326,90,1087836,5a653def-3c70-49eb-b380-19bc3508abe9
Amza Dinu,amzadinu,amzadinu@post.ro,2040616094820,1984-03-03,"Soseaua Pop, Falticeni, 425164",0752 889 214,ee:f0:84:e7:5d:0b,60.71.106.161,RO95BIBJ3457235975736595,2025-04-10 10:49:49,22078,905,227,147481,eaab3718-9c2a-4039-9609-aead55669ab7
Costache Stoica,costachestoica,costachestoica@email.ro,6710413297333,1972-10-27,"Drumul Dochioiu Nr. 86, Branesti, 628847",0732 619 832,7c:f4:1c:c1:7d:ee,164.217.224.187,RO29JKSM1281769886360566,2025-04-10 10:49:49,26962,335,493,1618647,031face4-e8b3-437b-8af5-d7d93ff1cdd8
Mugurel Stănescu,mugurelstănescu,mugurelstănescu@acasa.ro,1501223243381,2015-12-06,"Intrarea Gheorghiu Nr. 44 Bl. 25  Sc. 67 Ap. 342, Sacele, 541995",0711 892 983,a0:c3:df:70:fd:77,123.141.13.55,RO64XEEU9367163701666796,2025-04-10 10:49:49,35373,804,636,1591431,54f3df15-0c49-4b75-9d67-ff90c65b8eda
Speranța Oprea,speranțaoprea,speranțaoprea@gmail.com,2790818377049,1923-10-09,"Soseaua Dacian Ababei, Prejmer, 803293",0752 189 351,ca:2f:fc:56:9e:24,90.79.25.70,RO09QRWJ4854453894251797,2025-04-10 10:49:49,33847,422,331,127315,1965e62e-8e8b-4ce2-adf2-d098c9b4da2e
Adriana Cristea,adrianacristea,adrianacristea@141.ro,4650301373051,1940-02-07,"Soseaua Luca Diaconu Nr. 562 Bl. 76  Sc. 65 Ap. 165, Borcea, 380510",0235 988 220,82:62:11:71:31:32,152.206.172.14,RO16SWOS5284399210972088,2025-04-10 10:49:49,35805,40,387,1118407,960ac215-d20a-4444-836b-f80385c98755
Theodor Albu,theodoralbu,theodoralbu@141.ro,1900110441403,2021-11-18,"Bulevardul Bianca Barbu Nr. 12 Bl. 95  Sc. 61 Ap. 935, Comanesti, 884223",0757 435 092,1e:68:c3:4c:4c:ae,145.45.236.188,RO56ZAGO6331091829700798,2025-04-10 10:49:49,18516,474,118,1164845,32c4c1a9-eec4-41d0-b19c-87197e65b661
Arian Dobre,ariandobre,ariandobre@kappa.ro,2870625381993,1962-05-14,"Soseaua Dochioiu, Borsa, 624915",0761 119 603,5e:59:50:81:00:61,21.37.77.64,RO34IDMM5953786306207824,2025-04-10 10:49:49,10008,777,739,1855433,e5d4283e-f026-46a7-95ff-f643143def44
Petre Mocanu,petremocanu,petremocanu@gmail.com,2190605229325,1994-08-13,"Intrarea Nicoară Cristea, Gherla, 287860",0749 485 654,20:1a:58:08:ed:5d,161.164.95.69,RO38OEYN0609784146569070,2025-04-10 10:49:49,13244,282,516,709658,ce03849a-53ce-4ea0-88c8-c3bb8e6809d0
Casiana Marin,casianamarin,casianamarin@post.ro,1860513089340,1994-02-02,"Aleea Ene Nr. 28 Bl. 80  Sc. 56 Ap. 800, Curtici, 410019",0234 040 827,d4:b9:31:88:59:5f,218.240.242.117,RO17KKKB1638905545013652,2025-04-10 10:49:49,11189,986,633,860522,b8e216b5-94a7-440d-863c-a486a7f9bc68
Daiana Georgescu,daianageorgescu,daianageorgescu@email.ro,8930514085991,1915-11-24,"Soseaua Betina Popa Nr. 32, Campina, 964102",0724 652 262,90:e0:8e:60:2c:53,178.38.50.144,RO55XBOD2500916688435159,2025-04-10 10:49:49,35723,584,669,1910464,0fa92bb6-89ea-4825-9419-e009b5fdaaa5
Delia Aanei,deliaaanei,deliaaanei@gmail.com,3880427129539,1922-08-05,"Soseaua Niță, Stei, 556938",0721 315 646,82:45:0b:cb:d2:7e,103.11.175.184,RO74IUXZ3378780736560042,2025-04-10 10:49:49,35417,132,646,32222,a0791364-ac22-44dd-a95c-a289b1f46c69
Aurelia Ababei,aureliaababei,aureliaababei@acasa.ro,3411118035379,1945-02-19,"Drumul Georgescu Nr. 829, Ramnicu Sarat, 855363",0758 092 731,b4:a1:f8:e0:05:be,39.93.65.7,RO49RHXY0327944256404313,2025-04-10 10:49:49,31333,941,711,1528488,bc3c658d-0490-4f82-b2e0-e758f82b9815
Liviu Stănescu,liviustănescu,liviustănescu@zzup.ro,8031201410356,1958-07-26,"Strada Dobre Nr. 14, Sangeorgiu de Mures, 932716",0757 548 881,ba:e1:b7:6e:38:02,139.19.229.246,RO05FLHP5432590516678333,2025-04-10 10:49:49,25407,932,553,767019,9490c9d2-c220-47d4-87f4-fffe083090dc
Aglaia Barbu,aglaiabarbu,aglaiabarbu@acasa.ro,5080117223790,1937-04-02,"Strada Diaconu Nr. 573 Bl. 64  Sc. 94 Ap. 680, Reghin, 502874",0746 538 432,76:16:c0:5d:a5:ba,52.78.179.167,RO38BZUG1317441356523530,2025-04-10 10:49:49,31032,772,723,1118942,29a6b908-5fe3-4f14-b725-2f1742870921
Eliana Diaconu,elianadiaconu,elianadiaconu@kappa.ro,5990716086955,1940-05-04,"Aleea Dumitrescu Nr. 15 Bl. 54  Sc. 81 Ap. 298, Sinaia, 772197",0786 446 869,68:31:55:7e:48:a4,138.86.21.57,RO34WGRO9708317327784416,2025-04-10 10:49:49,5802,718,255,825012,6245b823-650e-48b1-9b0b-e816ddfd7a66
Mihnea Tudor,mihneatudor,mihneatudor@141.ro,1081216074102,1952-03-02,"Drumul Florea Nr. 227, Motatei, 340988",0788 598 873,c2:5a:62:d4:66:52,145.43.7.120,RO51YBTZ7660778192871026,2025-04-10 10:49:49,5877,613,454,1802938,170f2c8d-9c3b-48d7-a952-29407ea8ff2e
Mina Mazilescu,minamazilescu,minamazilescu@acasa.ro,2140312227220,2003-02-26,"Intrarea Manole Nr. 90, Sacele, 722985",0267 726 585,6a:21:50:5e:ca:3c,64.56.221.53,RO65ROVC3854761233770019,2025-04-10 10:49:49,34955,680,274,1593093,d59b0d24-2289-4c61-adcf-a102cf5dcb10
Sorin Mocanu,sorinmocanu,sorinmocanu@zzup.ro,3600531368716,2020-09-08,"Soseaua Tinca Diaconescu, Husi, 316934",0745 776 944,94:12:e6:73:c3:07,221.31.94.10,RO20ZRCY4934386927569323,2025-04-10 10:49:49,33225,476,302,1804848,e7c96fde-5a77-4e68-97fc-f404e4364434
Eftimia Ababei,eftimiaababei,eftimiaababei@acasa.ro,5580208170036,2001-01-06,"Bulevardul Albu Nr. 10 Bl. 55  Sc. 42 Ap. 171, Anina, 994121",0753 474 480,9a:ff:25:8d:5e:97,30.58.168.238,RO30EZMU5918170590476709,2025-04-10 10:49:49,4941,902,275,1489398,457d48e3-55d0-48e7-a8d8-ee4486a9f717
Mălina Aanei,mălinaaanei,mălinaaanei@141.ro,7321023305888,1962-01-13,"Drumul Nistor, Babeni, 399684",0240 013 583,b0:e2:cd:e6:d7:65,82.225.69.53,RO66GKNZ2651939463856930,2025-04-10 10:49:49,8986,383,484,1213593,ef48265b-c14f-4df5-b05b-673105617950
Alberta Manole,albertamanole,albertamanole@gmail.com,4260722228843,1961-07-15,"Aleea Ion Dima Nr. 300 Bl. 24  Sc. 52 Ap. 999, Strejnicu, 129141",0752 096 860,38:53:80:95:24:6d,157.77.175.201,RO34JWOE1547081111338507,2025-04-10 10:49:49,16227,289,449,1711228,e1db9ae9-598a-4108-8f79-2a29a4552a00
Gențiana Diaconescu,gențianadiaconescu,gențianadiaconescu@email.ro,8030616041231,1963-01-11,"Bulevardul Andrian Stan Nr. 17, Campina, 732312",0723 590 274,9c:24:18:f3:6c:0a,20.13.10.53,RO54TYZR5334151126106777,2025-04-10 10:49:49,23595,902,509,778420,be4101bf-042d-4cce-8dea-97ea2825ba8e
Frusina Suciu,frusinasuciu,frusinasuciu@post.ro,6960522348376,2006-08-04,"Aleea Nistor Nr. 37 Bl. 63  Sc. 53 Ap. 883, Techirghiol, 123028",0758 414 561,16:0b:f1:45:ca:11,11.179.253.225,RO81BQPD2339002836634378,2025-04-10 10:49:49,3096,961,298,145578,4420f41a-7596-491b-92d5-50ab539e91bc
Delia Toma,deliatoma,deliatoma@email.ro,1320129383928,1923-12-17,"Strada Amanda Stancu, Rosiori de Vede, 469438",0757 253 139,e8:8c:6a:30:ff:94,219.24.166.193,RO10FIFO7906105739317539,2025-04-10 10:49:49,9587,298,798,1443750,05755721-5866-41bb-aa96-d52c1781b1f5
Dacian Dima,daciandima,daciandima@kappa.ro,8861221104375,2023-03-11,"Aleea Manole Nr. 237 Bl. 84  Sc. 98 Ap. 523, Uricani, 622528",0251 555 685,06:29:f3:47:b8:6a,6.24.137.239,RO02SNOA6043976558542914,2025-04-10 10:49:49,32130,65,761,941919,8c235091-b663-4c54-bc3a-cf5b96220d70
David Cristea,davidcristea,davidcristea@kappa.ro,8181126245663,1966-02-10,"Intrarea Aanei, Moinesti, 263787",0760 193 657,76:57:58:24:d9:b8,86.140.187.104,RO40HGKZ1723547177293621,2025-04-10 10:49:49,19682,85,642,1558798,bdf558ca-d5dc-4af2-a5e9-4af95ae74545
Vera Nistor,veranistor,veranistor@gmail.com,8821204128128,2018-04-15,"Aleea Diaconescu Nr. 541 Bl. 90  Sc. 50 Ap. 773, Reghin, 118043",0730 886 981,74:07:1a:6d:e9:71,73.207.113.241,RO34WCPU9347559667149418,2025-04-10 10:49:49,35949,660,277,1257534,f628bfee-2b24-4362-a1e8-97968729e6db
Malvina Tabacu,malvinatabacu,malvinatabacu@acasa.ro,5980830445258,1982-10-04,"Bulevardul Marin Nr. 35 Bl. 50  Sc. 43 Ap. 898, Valea lui Mihai, 904346",0254 737 637,e0:4c:a4:82:6a:a0,143.21.214.234,RO28KLKI1937324685430101,2025-04-10 10:49:49,33116,240,378,228863,17fa8ccb-9f87-47d9-bf91-f28cb264e8df
Carla Popa,carlapopa,carlapopa@gmail.com,4220220129342,1954-06-08,"Drumul Voinea, Covasna, 820714",0724 755 362,8a:b9:22:7a:9f:c9,172.6.94.56,RO64EGAO9700569050180646,2025-04-10 10:49:49,5950,82,457,1677960,608fdadf-cad6-44d9-9349-757af003564c
Florin Tomescu,florintomescu,florintomescu@gmail.com,8200105132873,1943-12-06,"Bulevardul Pop Nr. 588, Bosanci, 141202",0744 258 093,cc:fb:d7:3a:b7:2d,6.188.161.245,RO18FMSN7997837501193183,2025-04-10 10:49:49,30914,209,182,1031533,3e11bdba-585a-47c1-812e-c747da9462a4
Tudora Ardelean,tudoraardelean,tudoraardelean@gmail.com,3660623117754,2014-03-31,"Intrarea Lorin Niță Nr. 64, Viseu de Sus, 168379",0254 834 243,6a:25:d0:7a:ad:aa,92.109.96.136,RO82UCVS8798093738534891,2025-04-10 10:49:49,25792,898,332,1110210,adac5663-0977-4449-87bd-3e8e5a09734d
Cristina Stan,cristinastan,cristinastan@zzup.ro,4780917115997,1946-06-29,"Bulevardul Carmen Ene Nr. 266 Bl. 73  Sc. 76 Ap. 583, Constanta, 936799",0235 765 742,76:a7:a6:5d:13:3c,189.96.93.251,RO05ZGGA7521535954429302,2025-04-10 10:49:49,1437,958,500,572566,005865fe-c67b-4972-8033-cc13dd6d4a41
Vlaicu Nemeș,vlaicunemeș,vlaicunemeș@acasa.ro,1650308071410,1982-01-22,"Strada Antonie Ionescu, Tandarei, 245089",0258 295 883,32:73:8c:b8:a4:33,173.122.181.159,RO41EOCH4529663771623423,2025-04-10 10:49:49,21616,32,169,1813615,6d958dfa-0d6f-4e73-80c9-244bf317069a
Marcheta Diaconescu,marchetadiaconescu,marchetadiaconescu@post.ro,1521107177045,2007-10-06,"Bulevardul Rareș Stoica, Ramnicu Valcea, 567423",0736 305 108,8a:83:9f:27:3c:5c,168.215.124.226,RO69OOVY7134721951250333,2025-04-10 10:49:49,1581,974,311,1125949,34c3f8ce-98eb-4ca4-896d-2ff16471875f
Silvian Nistor,silviannistor,silviannistor@acasa.ro,1531002442436,1986-07-29,"Soseaua Renata Mazilescu Nr. 611, Seini, 378537",0784 417 920,a2:e2:bc:ca:ed:97,62.216.181.230,RO88BZNM9994946611725449,2025-04-10 10:49:49,6215,590,389,1295073,a9199279-f760-44a9-8132-22893bd4cf5f
Casian Preda,casianpreda,casianpreda@post.ro,5050826238942,1954-02-03,"Strada Dumitra Popescu, Fundeni, 239283",0232 060 306,90:6b:95:1a:54:4a,28.150.90.36,RO93MQHD9431102609098331,2025-04-10 10:49:49,13669,953,347,1368748,0c1bdba5-582e-471d-b6b2-a323e79dcfb0
Corneliu Pușcașu,corneliupușcașu,corneliupușcașu@acasa.ro,6991111014616,2015-01-07,"Bulevardul Toma Nr. 87, Vulcan, 914100",0741 868 138,02:d5:0c:b9:f4:59,220.93.154.197,RO06EJNA5270285449106879,2025-04-10 10:49:49,14749,548,259,50790,36a5aa59-68b0-43cd-b11f-3962be9243b7
Andra Manole,andramanole,andramanole@post.ro,1070209316038,1996-07-02,"Soseaua Popescu, Campulung Moldovenesc, 746832",0263 227 225,6c:2a:ae:25:ef:d6,16.219.154.123,RO82IZIN1086541022670636,2025-04-10 10:49:49,3747,387,617,322422,829eb653-bcac-40ee-a767-81d590afaa00
Stana Tomescu,stanatomescu,stanatomescu@acasa.ro,3510311529721,1938-06-18,"Aleea Niculiță Diaconu Nr. 849 Bl. 21  Sc. 73 Ap. 789, Remetea, 680030",0744 427 158,7c:a3:a5:57:e3:bf,20.3.96.191,RO30GIOZ8091523213127349,2025-04-10 10:49:49,8831,740,178,1566274,72dd9b6e-32bd-4382-8cd3-03c0b0f0ab00
Emanoil Cristea,emanoilcristea,emanoilcristea@gmail.com,4250406189861,2002-12-12,"Intrarea Voinea Nr. 201 Bl. 21  Sc. 49 Ap. 324, Cajvana, 101324",0734 728 680,94:14:80:34:1a:67,15.143.103.99,RO17YODS6946030781433358,2025-04-10 10:49:49,23809,968,214,1374984,e2054153-c62c-4eab-bad2-ed80a3ab7ea6
Jean Gheorghiu,jeangheorghiu,jeangheorghiu@email.ro,8250411455953,1974-03-13,"Aleea Ababei Nr. 444 Bl. 41  Sc. 81 Ap. 165, Darabani, 346428",0268 173 056,a8:50:3c:2e:aa:49,5.2.234.17,RO65OAUD8655133417996102,2025-04-10 10:49:49,500,486,695,810051,096d6e80-6882-4d17-8a68-c10f86c9e3a2
Iosefina Dumitrescu,iosefinadumitrescu,iosefinadumitrescu@zzup.ro,8690608428315,1919-07-25,"Aleea Sorin Dumitrescu, Tuzla, 389285",0242 996 826,34:8a:aa:19:3f:10,205.101.145.223,RO32YUQN8092437414546629,2025-04-10 10:49:49,35655,718,557,451153,cb5f65d2-1687-4437-bdd3-3a84ebf5d36b
Ruxanda Stancu,ruxandastancu,ruxandastancu@zzup.ro,7511206254713,1984-06-12,"Drumul Cristea Nr. 34 Bl. 66  Sc. 90 Ap. 930, Giarmata, 840262",0243 760 620,12:d7:92:96:1d:4a,188.181.236.108,RO43YIPM1716398277588819,2025-04-10 10:49:49,30103,438,605,1589008,5deed49f-4007-4a92-bfc8-cc2d7c4e23b2
Consuela Ardelean,consuelaardelean,consuelaardelean@email.ro,7740712370626,1974-05-24,"Soseaua Georgescu Nr. 27, Modelu, 332923",0241 126 596,88:07:4a:70:75:d9,109.252.239.213,RO13RVNN1963129695321526,2025-04-10 10:49:49,16456,731,105,1197570,c8ebb42c-6dda-4571-91f1-d2258ecc8cb1
Ofelia Dumitrescu,ofeliadumitrescu,ofeliadumitrescu@email.ro,2310426026641,1926-06-07,"Intrarea Niță Nr. 509, Fetesti, 613433",0756 601 377,74:0e:a6:0a:a7:a4,112.40.56.18,RO02BGAX2438145436049308,2025-04-10 10:49:49,18421,169,102,1080409,da79f909-45e1-4e3d-98fc-f58164d36573
Nicodim Manole,nicodimmanole,nicodimmanole@email.ro,4271204209811,2010-05-26,"Drumul Oprea Nr. 35 Bl. 24  Sc. 47 Ap. 163, Targu Lapus, 630042",0232 593 137,fa:e3:f0:2a:df:ce,38.141.159.225,RO98RNVO2937076276622072,2025-04-10 10:49:49,26449,495,399,576792,54d29e8a-beea-4264-8314-303b6c8babd9
Ofelia Nistor,ofelianistor,ofelianistor@gmail.com,8460901161144,2007-12-07,"Strada Florin Stan Nr. 26 Bl. 15  Sc. 95 Ap. 333, Dobroesti, 510399",0730 638 039,e2:d7:0d:99:1e:0f,4.219.162.65,RO37JMNI6373204196461399,2025-04-10 10:49:49,2769,994,395,444444,e850e514-c0a1-46cd-8ad2-5eb33941ef4a
Malvina Nistor,malvinanistor,malvinanistor@zzup.ro,8950328252823,1963-07-28,"Soseaua Voichița Stănescu, Vicovu de Sus, 234350",0241 414 984,6c:bb:fb:5a:f9:d9,57.119.37.223,RO65AHUZ6485953798777499,2025-04-10 10:49:49,978,746,497,1428626,71c11993-8646-4207-a2a6-e692e649c45d
